worker_id,writing_type,prompt_code,Cluster
ANCIB6B6EBBIJ,creative,isolation,"0,2,1"
ANCIB6B6EBBIJ,creative,mana,"0,2,1"
ANCIB6B6EBBIJ,creative,mattdamon,"0,2,1"
ANCIB6B6EBBIJ,creative,obama,"0,2,1"
ANCIB6B6EBBIJ,creative,pig,"0,2,1"
ANCIB6B6EBBIJ,creative,reincarnation,"0,2,1"
ANCIB6B6EBBIJ,creative,shapeshifter,"0,2,1"
ANCIB6B6EBBIJ,creative,sideeffect,"0,2,1"
ASVRLMDNQBUD9,argumentative,animal,0
ASVRLMDNQBUD9,argumentative,athletes,0
ASVRLMDNQBUD9,argumentative,audiobook,0
ASVRLMDNQBUD9,argumentative,dating,0
ASVRLMDNQBUD9,argumentative,extremesports,0
ASVRLMDNQBUD9,argumentative,news,0
ASVRLMDNQBUD9,argumentative,pads,0
ASVRLMDNQBUD9,argumentative,school,0
ASVRLMDNQBUD9,argumentative,screen,0
ASVRLMDNQBUD9,argumentative,stereotype,0
ASVRLMDNQBUD9,creative,bee,"2,0"
ASVRLMDNQBUD9,creative,dad,"2,0"
ASVRLMDNQBUD9,creative,isolation,"2,0"
ASVRLMDNQBUD9,creative,mana,"2,0"
ASVRLMDNQBUD9,creative,mattdamon,"2,0"
ASVRLMDNQBUD9,creative,obama,"2,0"
ASVRLMDNQBUD9,creative,pig,"2,0"
ASVRLMDNQBUD9,creative,reincarnation,"2,0"
ASVRLMDNQBUD9,creative,sideeffect,"2,0"
AUAAHI7AUJ419,argumentative,pads,0
AUAAHI7AUJ419,creative,pig,"0,2"
AUAAHI7AUJ419,creative,sideeffect,"0,2"
AZLZA0Q87TJZO,creative,mana,"2,0"
AZLZA0Q87TJZO,creative,reincarnation,"2,0"
AZLZA0Q87TJZO,creative,shapeshifter,"2,0"
AZZA3J049G7R5,argumentative,animal,"0,1"
AZZA3J049G7R5,argumentative,athletes,"0,1"
AZZA3J049G7R5,argumentative,audiobook,"0,1"
AZZA3J049G7R5,argumentative,dating,"0,1"
AZZA3J049G7R5,argumentative,extremesports,"0,1"
AZZA3J049G7R5,argumentative,news,"0,1"
AZZA3J049G7R5,argumentative,pads,"0,1"
AZZA3J049G7R5,argumentative,school,"0,1"
AZZA3J049G7R5,argumentative,screen,"0,1"
AZZA3J049G7R5,argumentative,stereotype,"0,1"
AZZA3J049G7R5,creative,bee,"0,2,1"
AZZA3J049G7R5,creative,dad,"0,2,1"
AZZA3J049G7R5,creative,isolation,"0,2,1"
AZZA3J049G7R5,creative,mana,"0,2,1"
AZZA3J049G7R5,creative,mattdamon,"0,2,1"
AZZA3J049G7R5,creative,obama,"0,2,1"
AZZA3J049G7R5,creative,pig,"0,2,1"
AZZA3J049G7R5,creative,reincarnation,"0,2,1"
AZZA3J049G7R5,creative,shapeshifter,"0,2,1"
AZZA3J049G7R5,creative,sideeffect,"0,2,1"
